Transaction_ID,Date,Store,City,Product_Category,Product_Name,Unit_Price,Quantity,Total_Sales,Discount,Profit,Customer_Segment
T00047,2022-11-06,Walmart,Phoenix,Clothing,Jeans,440.74,5,2071.48,0.06,477.49,Home Office
T00048,2022-05-16,Walmart,New York,Household,Trash Bags,441.78,1,318.08,0.28,76.26,Corporate
T00049,2022-01-23,Walmart,New York,Electronics,Charger,138.47,9,1071.76,0.14,331.85,Home Office
T00050,2022-08-24,Walmart,Houston,Beverages,Water,140.41,7,825.61,0.16,264.97,Consumer
T00051,2022-10-02,Walmart,Houston,Household,Detergent,440.29,1,308.2,0.3,105.9,Consumer
T00052,2022-03-05,Walmart,New York,Beverages,Soda,83.91,5,411.16,0.02,100.19,Corporate
T00053,2022-07-13,Walmart,Houston,Electronics,Headphones,297.08,6,1336.86,0.25,452.14,Consumer
T00054,2022-02-10,Walmart,Phoenix,Household,Detergent,411.17,9,2812.4,0.24,461.55,Home Office
T00055,2022-10-10,Walmart,New York,Electronics,Headphones,313.42,10,3008.83,0.04,470.49,Corporate
T00056,2022-05-31,Walmart,Chicago,Household,Detergent,391.76,1,282.07,0.28,81.66,Home Office
T00057,2022-11-18,Walmart,Houston,Electronics,Headphones,52.71,1,43.75,0.17,14.27,Corporate
T00058,2022-11-13,Walmart,Phoenix,Groceries,Beans,376.48,4,1114.38,0.26,226.37,Consumer
T00059,2022-07-05,Walmart,Chicago,Electronics,Charger,233.18,7,1207.87,0.26,296.16,Home Office
T00060,2022-10-23,Walmart,Phoenix,Groceries,Eggs,259.57,10,2439.96,0.06,913.34,Home Office
T00061,2022-04-09,Walmart,Phoenix,Groceries,Beans,395.13,4,1153.78,0.27,425.17,Corporate
T00062,2022-12-27,Walmart,New York,Household,Cleaner,241.74,10,2103.14,0.13,713.41,Consumer
T00063,2022-02-05,Walmart,Chicago,Beverages,Juice,293.09,9,1872.85,0.29,395.93,Home Office
T00064,2022-01-24,Walmart,New York,Clothing,Jeans,75.41,5,309.18,0.18,101.17,Home Office
T00065,2022-12-05,Walmart,New York,Clothing,Jeans,30.54,9,206.15,0.25,53.63,Corporate
T00066,2022-04-27,Walmart,Houston,Household,Soap,488.3,4,1484.43,0.24,467.02,Home Office
T00067,2022-05-29,Walmart,Chicago,Electronics,USB Cable,346.82,10,2878.61,0.17,909.88,Corporate
T00068,2022-02-10,Walmart,Los Angeles,Household,Soap,54.21,1,46.08,0.15,7.83,Home Office
T00069,2022-04-30,Walmart,Chicago,Beverages,Coffee,312.71,4,1075.72,0.14,223.66,Home Office
T00070,2022-02-21,Walmart,New York,Electronics,Keyboard,201.36,1,179.21,0.11,68.38,Home Office
T00071,2022-07-14,Walmart,Chicago,Groceries,Milk,146.71,4,475.34,0.19,81.67,Consumer
T00072,2022-05-23,Walmart,Los Angeles,Groceries,Milk,100.52,3,280.45,0.07,93.81,Corporate
T00073,2022-08-21,Walmart,New York,Clothing,Jeans,90.91,1,86.36,0.05,28.89,Consumer
T00074,2022-11-22,Walmart,Houston,Beverages,Coffee,328.12,2,590.62,0.1,205.2,Consumer
T00075,2022-07-06,Walmart,Houston,Household,Tissue,331.13,9,2115.92,0.29,318.61,Home Office
T00076,2022-03-25,Walmart,Houston,Groceries,Rice,73.93,3,168.56,0.24,59.35,Home Office
T00077,2022-07-09,Walmart,Phoenix,Household,Tissue,300.58,4,865.67,0.28,181.12,Consumer
T00078,2022-07-01,Walmart,Chicago,Clothing,Jacket,395.21,6,2205.27,0.07,535.08,Consumer
T00079,2022-04-18,Walmart,Phoenix,Clothing,Shoes,443.15,4,1382.63,0.22,281.83,Consumer
T00080,2022-12-10,Walmart,Los Angeles,Beverages,Tea,195.28,9,1564.19,0.11,422.77,Corporate
T00081,2022-05-17,Walmart,Phoenix,Household,Trash Bags,347.87,8,2393.35,0.14,609.59,Home Office
T00082,2022-12-26,Walmart,Los Angeles,Groceries,Milk,111.32,4,382.94,0.14,130.74,Corporate
T00083,2022-12-16,Walmart,New York,Electronics,Charger,286.54,6,1581.7,0.08,599.16,Corporate
T00084,2022-11-28,Walmart,Chicago,Electronics,USB Cable,177.08,10,1753.09,0.01,476.73,Corporate
T00085,2022-02-06,Walmart,Houston,Electronics,Charger,217.39,6,991.3,0.24,317.95,Consumer
T00086,2022-11-08,Walmart,Phoenix,Beverages,Coffee,118.43,2,210.81,0.11,79.98,Home Office
T00087,2022-11-22,Walmart,New York,Clothing,T-Shirt,393.36,4,1526.24,0.03,583.27,Home Office
T00088,2022-03-29,Walmart,Chicago,Beverages,Juice,99.93,6,551.61,0.08,117.88,Consumer
T00089,2022-10-01,Walmart,Chicago,Clothing,Jeans,499.21,9,3279.81,0.27,1304.93,Corporate
T00090,2022-05-06,Walmart,Phoenix,Household,Cleaner,473.02,10,3642.25,0.23,1446.07,Consumer
T00091,2022-03-25,Walmart,Phoenix,Electronics,Keyboard,115.01,4,395.63,0.14,107.23,Corporate
T00092,2022-08-25,Walmart,Houston,Electronics,Mouse,396.37,6,1783.67,0.25,522.26,Consumer
T00093,2022-07-14,Walmart,Los Angeles,Electronics,Charger,426.77,1,379.83,0.11,97.09,Corporate
T00094,2022-05-19,Walmart,Houston,Groceries,Eggs,405.58,6,2190.13,0.1,646.56,Home Office
T00095,2022-11-24,Walmart,Los Angeles,Clothing,Jacket,164.39,1,136.44,0.17,53.48,Consumer
T00096,2022-12-19,Walmart,Houston,Household,Trash Bags,315.66,10,2304.32,0.27,591.13,Corporate
T00097,2022-10-13,Walmart,Phoenix,Beverages,Coffee,33.73,7,221.94,0.06,82.75,Corporate
T00098,2022-04-23,Walmart,Phoenix,Household,Detergent,87.37,9,747.01,0.05,144.46,Corporate
T00099,2022-12-17,Walmart,Phoenix,Groceries,Milk,101.1,7,644.01,0.09,220.08,Consumer
T00100,2022-06-16,Walmart,Houston,Electronics,Headphones,185.59,1,176.31,0.05,32.63,Corporate
T00101,2022-01-29,Walmart,Los Angeles,Beverages,Water,66.31,7,399.19,0.14,152.81,Consumer
T00102,2022-04-28,Walmart,Chicago,Beverages,Juice,217.24,8,1651.02,0.05,423.04,Home Office
T00103,2022-01-17,Walmart,Los Angeles,Beverages,Tea,358.95,8,2641.87,0.08,1051.83,Corporate
T00104,2022-06-11,Walmart,Houston,Groceries,Eggs,303.21,4,1018.79,0.16,175.66,Corporate
T00105,2022-07-25,Walmart,Houston,Electronics,USB Cable,21.46,2,39.06,0.09,7.02,Corporate
T00106,2022-05-18,Walmart,Phoenix,Household,Cleaner,307.29,3,811.25,0.12,288.08,Home Office
T00107,2022-02-03,Walmart,New York,Electronics,Charger,193.56,3,458.74,0.21,172.54,Consumer
T00108,2022-04-19,Walmart,Los Angeles,Beverages,Juice,441.51,9,3615.97,0.09,618.06,Corporate
T00109,2022-10-18,Walmart,Chicago,Electronics,USB Cable,62.37,6,366.74,0.02,137.05,Corporate
T00110,2022-06-11,Walmart,Houston,Electronics,Keyboard,127.88,9,1139.41,0.01,448.15,Corporate
T00111,2022-04-19,Walmart,Los Angeles,Household,Cleaner,428.18,7,2967.29,0.01,1001.01,Corporate
T00112,2022-12-02,Walmart,Houston,Electronics,Charger,231.76,2,389.36,0.16,132.16,Consumer
T00113,2022-09-13,Walmart,Los Angeles,Electronics,Mouse,421.1,3,947.48,0.25,235.21,Corporate
T00114,2022-07-22,Walmart,Chicago,Groceries,Beans,371.24,3,1091.45,0.02,228.22,Consumer
T00115,2022-11-26,Walmart,Houston,Electronics,Mouse,90.61,1,66.15,0.27,17.66,Home Office
T00116,2022-08-23,Walmart,New York,Groceries,Beans,321.22,2,565.35,0.12,182.56,Home Office
T00117,2022-03-15,Walmart,Los Angeles,Groceries,Rice,386.66,4,1113.58,0.28,341.13,Consumer
T00118,2022-05-16,Walmart,New York,Groceries,Rice,212.0,1,190.8,0.1,67.15,Consumer
T00119,2022-03-13,Walmart,Chicago,Groceries,Milk,362.56,1,319.05,0.12,119.03,Corporate
T00120,2022-05-07,Walmart,Los Angeles,Clothing,Jeans,313.09,9,2479.67,0.12,726.62,Consumer
T00121,2022-10-15,Walmart,Houston,Groceries,Bread,163.04,1,143.48,0.12,46.05,Consumer
T00122,2022-10-03,Walmart,New York,Electronics,Keyboard,34.88,5,141.26,0.19,43.47,Consumer
T00123,2022-05-15,Walmart,Phoenix,Electronics,Mouse,384.24,8,2182.48,0.29,817.44,Home Office
T00124,2022-10-27,Walmart,Houston,Beverages,Juice,479.6,10,4316.4,0.1,1045.78,Home Office
T00125,2022-08-08,Walmart,New York,Beverages,Juice,89.31,6,380.46,0.29,88.8,Corporate
T00126,2022-10-26,Walmart,Los Angeles,Groceries,Beans,456.23,8,3248.36,0.11,779.13,Home Office
T00127,2022-07-24,Walmart,Los Angeles,Clothing,T-Shirt,117.84,10,907.37,0.23,334.81,Home Office
T00128,2022-07-05,Walmart,Los Angeles,Electronics,Keyboard,310.64,1,298.21,0.04,82.1,Consumer
T00129,2022-04-23,Walmart,Houston,Electronics,Keyboard,321.74,4,926.61,0.28,232.1,Home Office
T00130,2022-03-12,Walmart,Chicago,Household,Soap,140.51,1,118.03,0.16,18.37,Consumer
T00131,2022-09-18,Walmart,Los Angeles,Beverages,Juice,172.68,4,580.2,0.16,100.57,Home Office
T00132,2022-09-10,Walmart,New York,Beverages,Tea,436.61,9,3536.54,0.1,1023.51,Consumer
T00133,2022-02-16,Walmart,Los Angeles,Electronics,Headphones,476.92,1,386.31,0.19,140.85,Consumer
T00134,2022-01-25,Walmart,Houston,Groceries,Milk,297.13,4,1105.32,0.07,420.53,Corporate
T00135,2022-02-26,Walmart,Phoenix,Beverages,Soda,123.97,3,304.97,0.18,98.88,Corporate
T00136,2022-03-20,Walmart,Houston,Beverages,Juice,431.49,8,3382.88,0.02,530.64,Corporate
T00137,2022-11-18,Walmart,Los Angeles,Beverages,Coffee,221.81,9,1636.96,0.18,477.41,Corporate
T00138,2022-03-23,Walmart,Phoenix,Groceries,Eggs,214.84,2,330.85,0.23,56.12,Home Office
T00139,2022-12-15,Walmart,Chicago,Beverages,Tea,363.87,5,1619.22,0.11,523.88,Corporate
T00140,2022-08-05,Walmart,Los Angeles,Clothing,Shoes,241.46,6,1390.81,0.04,393.16,Consumer
T00141,2022-11-02,Walmart,Houston,Groceries,Rice,431.1,6,2198.61,0.15,370.64,Home Office
T00142,2022-02-02,Walmart,New York,Household,Cleaner,245.8,10,2408.84,0.02,430.58,Corporate
T00143,2022-07-17,Walmart,Chicago,Clothing,Jeans,98.73,7,490.69,0.29,101.66,Home Office
T00144,2022-07-15,Walmart,Los Angeles,Electronics,Mouse,348.83,7,1758.1,0.28,379.9,Corporate
T00145,2022-11-02,Walmart,Chicago,Groceries,Bread,316.21,1,249.81,0.21,59.62,Home Office
T00146,2022-08-28,Walmart,Los Angeles,Electronics,Keyboard,128.64,10,1067.71,0.17,250.22,Consumer
T00147,2022-09-28,Walmart,New York,Groceries,Rice,322.91,7,1989.13,0.12,504.16,Home Office
T00148,2022-05-09,Walmart,Phoenix,Beverages,Coffee,84.58,7,544.7,0.08,176.72,Home Office
T00149,2022-10-11,Walmart,New York,Electronics,USB Cable,155.37,7,837.44,0.23,141.46,Consumer
T00150,2022-01-06,Walmart,Houston,Clothing,Jacket,407.49,5,1589.21,0.22,266.19,Home Office
T00151,2022-12-15,Walmart,Houston,Household,Detergent,493.54,8,3948.32,0.0,1510.39,Home Office
T00152,2022-02-28,Walmart,Los Angeles,Electronics,Mouse,367.06,3,1046.12,0.05,369.7,Consumer
T00153,2022-12-16,Walmart,Los Angeles,Electronics,Keyboard,252.3,2,433.96,0.14,85.23,Consumer
T00154,2022-10-02,Walmart,Houston,Groceries,Milk,404.97,4,1490.29,0.08,259.95,Corporate
T00155,2022-05-17,Walmart,New York,Clothing,T-Shirt,434.44,3,1277.25,0.02,483.53,Corporate
T00156,2022-11-25,Walmart,New York,Groceries,Bread,16.77,4,57.69,0.14,13.37,Consumer
T00157,2022-06-24,Walmart,New York,Groceries,Bread,376.4,1,301.12,0.2,61.04,Consumer
T00158,2022-02-27,Walmart,Chicago,Beverages,Tea,396.31,7,2274.82,0.18,348.67,Corporate
T00159,2022-05-31,Walmart,Chicago,Electronics,Mouse,302.98,6,1617.91,0.11,287.12,Consumer
T00160,2022-08-11,Walmart,New York,Household,Cleaner,190.46,1,135.23,0.29,24.57,Consumer
T00161,2022-03-22,Walmart,Phoenix,Electronics,Charger,363.16,3,1078.59,0.01,398.3,Corporate
T00162,2022-08-21,Walmart,New York,Beverages,Juice,227.06,8,1544.01,0.15,362.75,Home Office
T00163,2022-01-02,Walmart,Houston,Household,Detergent,317.62,1,225.51,0.29,48.72,Consumer
T00164,2022-05-15,Walmart,Houston,Clothing,Socks,201.28,10,1529.73,0.24,478.68,Home Office
T00165,2022-09-14,Walmart,Phoenix,Groceries,Eggs,148.34,4,468.75,0.21,85.56,Home Office
T00166,2022-04-02,Walmart,Phoenix,Clothing,T-Shirt,65.67,2,119.52,0.09,27.7,Corporate
T00167,2022-09-17,Walmart,Los Angeles,Beverages,Coffee,477.62,8,3056.77,0.2,1038.61,Consumer
T00168,2022-02-24,Walmart,Houston,Groceries,Rice,218.58,1,207.65,0.05,34.84,Corporate
T00169,2022-11-17,Walmart,Houston,Beverages,Juice,333.63,2,533.81,0.2,90.38,Consumer
T00170,2022-06-02,Walmart,Houston,Household,Soap,466.03,10,4567.09,0.02,1434.95,Home Office
T00171,2022-11-24,Walmart,New York,Clothing,Socks,404.61,4,1488.96,0.08,487.27,Consumer
T00172,2022-09-17,Walmart,Chicago,Household,Trash Bags,468.73,2,778.09,0.17,286.45,Corporate
T00173,2022-11-08,Walmart,Houston,Clothing,T-Shirt,156.78,10,1316.95,0.16,247.88,Corporate
T00174,2022-04-12,Walmart,New York,Household,Soap,260.84,10,2138.89,0.18,798.56,Home Office
T00175,2022-03-20,Walmart,Houston,Electronics,Mouse,74.06,5,277.73,0.25,76.39,Consumer
T00176,2022-07-11,Walmart,New York,Clothing,Jacket,74.64,1,61.2,0.18,19.76,Corporate
T00177,2022-03-24,Walmart,Houston,Clothing,Socks,316.28,4,1075.35,0.15,240.84,Consumer
T00178,2022-10-04,Walmart,Los Angeles,Household,Soap,414.29,4,1242.87,0.25,206.8,Home Office
T00179,2022-09-29,Walmart,Los Angeles,Groceries,Milk,428.68,7,2730.69,0.09,535.89,Consumer
T00180,2022-01-01,Walmart,Houston,Clothing,Socks,170.03,8,952.17,0.3,200.5,Consumer
T00181,2022-11-03,Walmart,New York,Clothing,Jacket,142.62,4,450.68,0.21,118.53,Consumer
T00182,2022-06-15,Walmart,Houston,Household,Trash Bags,433.2,1,324.9,0.25,72.32,Home Office
T00183,2022-09-08,Walmart,Los Angeles,Beverages,Tea,70.51,8,513.31,0.09,186.74,Home Office
T00184,2022-01-10,Walmart,Los Angeles,Beverages,Water,182.39,10,1769.18,0.03,360.25,Corporate
T00185,2022-02-27,Walmart,New York,Electronics,Keyboard,463.14,2,824.39,0.11,232.09,Consumer
T00186,2022-07-05,Walmart,New York,Clothing,Jacket,297.51,3,722.95,0.19,216.16,Consumer
T00187,2022-06-07,Walmart,Houston,Beverages,Coffee,245.34,10,1741.91,0.29,412.49,Home Office
T00188,2022-05-03,Walmart,Chicago,Groceries,Eggs,432.72,7,2786.72,0.08,659.62,Consumer
T00189,2022-01-30,Walmart,Los Angeles,Groceries,Rice,43.15,8,279.61,0.19,48.34,Consumer
T00190,2022-05-04,Walmart,Phoenix,Clothing,Shoes,493.7,8,3633.63,0.08,776.36,Consumer
T00191,2022-10-18,Walmart,Chicago,Electronics,Charger,499.98,7,3184.87,0.09,1174.23,Consumer
T00192,2022-02-10,Walmart,Phoenix,Clothing,Jeans,203.85,1,179.39,0.12,35.09,Corporate
T00193,2022-02-13,Walmart,New York,Groceries,Beans,418.9,9,2978.38,0.21,603.07,Consumer
T00194,2022-09-06,Walmart,Chicago,Groceries,Milk,431.28,3,1293.84,0.0,372.87,Consumer
T00195,2022-02-05,Walmart,New York,Groceries,Milk,288.39,3,839.21,0.03,281.82,Consumer
T00196,2022-09-30,Walmart,New York,Groceries,Beans,150.69,9,1288.4,0.05,200.64,Consumer
T00197,2022-03-06,Walmart,Phoenix,Household,Detergent,473.21,9,3108.99,0.27,1015.55,Corporate
T00198,2022-03-07,Walmart,Chicago,Beverages,Tea,246.24,6,1241.05,0.16,190.5,Home Office
T00199,2022-12-04,Walmart,New York,Clothing,Shoes,106.5,2,170.4,0.2,66.25,Consumer
T00200,2022-09-01,Walmart,Los Angeles,Beverages,Juice,428.33,4,1216.46,0.29,303.46,Home Office
T00201,2022-10-09,Walmart,Chicago,Household,Tissue,65.99,10,574.11,0.13,150.73,Corporate
T00202,2022-03-26,Walmart,Los Angeles,Beverages,Coffee,229.12,5,916.48,0.2,151.17,Home Office
T00203,2022-05-16,Walmart,Los Angeles,Beverages,Water,315.52,5,1104.32,0.3,249.35,Home Office
T00204,2022-09-28,Walmart,Los Angeles,Household,Trash Bags,329.34,9,2430.53,0.18,717.2,Corporate
T00205,2022-11-07,Walmart,Phoenix,Electronics,Charger,14.9,10,138.57,0.07,46.07,Consumer
T00206,2022-08-05,Walmart,Chicago,Clothing,Socks,34.85,2,62.03,0.11,19.64,Consumer
T00207,2022-04-19,Walmart,New York,Beverages,Juice,6.91,7,34.34,0.29,11.83,Consumer
T00208,2022-10-04,Walmart,New York,Beverages,Tea,364.71,5,1495.31,0.18,296.52,Home Office
T00209,2022-12-20,Walmart,New York,Household,Trash Bags,432.97,9,3584.99,0.08,1345.21,Consumer
T00210,2022-04-13,Walmart,Houston,Household,Cleaner,91.97,9,687.02,0.17,123.32,Corporate
T00211,2022-06-09,Walmart,Los Angeles,Clothing,Jeans,131.01,9,931.48,0.21,219.47,Corporate
T00212,2022-07-24,Walmart,Phoenix,Clothing,Jacket,28.33,6,134.28,0.21,45.35,Corporate
T00213,2022-12-10,Walmart,Chicago,Electronics,Keyboard,220.6,6,1005.94,0.24,276.07,Corporate
T00214,2022-11-29,Walmart,Chicago,Clothing,Jeans,153.98,2,221.73,0.28,66.16,Consumer
T00215,2022-07-11,Walmart,Chicago,Groceries,Rice,365.52,2,694.49,0.05,267.83,Home Office
T00216,2022-08-13,Walmart,Los Angeles,Electronics,Headphones,481.16,7,2694.5,0.2,449.68,Corporate
T00217,2022-09-22,Walmart,Phoenix,Electronics,USB Cable,343.19,9,2440.08,0.21,728.69,Consumer
T00218,2022-08-20,Walmart,Phoenix,Groceries,Eggs,351.89,6,1963.55,0.07,422.66,Home Office
T00219,2022-03-03,Walmart,Phoenix,Clothing,T-Shirt,304.47,3,730.73,0.2,131.18,Consumer
T00220,2022-05-07,Walmart,Houston,Beverages,Water,184.79,3,471.21,0.15,76.28,Corporate
T00221,2022-04-26,Walmart,Phoenix,Electronics,Keyboard,187.9,2,338.22,0.1,77.87,Consumer
T00222,2022-02-02,Walmart,Phoenix,Household,Tissue,242.6,5,1140.22,0.06,245.71,Corporate
T00223,2022-06-23,Walmart,Houston,Beverages,Juice,464.7,9,3136.73,0.25,1226.91,Home Office
T00224,2022-01-11,Walmart,New York,Electronics,Headphones,179.16,10,1540.78,0.14,501.39,Consumer
T00225,2022-10-29,Walmart,New York,Household,Soap,202.23,1,196.16,0.03,54.33,Home Office
T00226,2022-10-11,Walmart,Chicago,Clothing,Jeans,206.54,8,1652.32,0.0,343.08,Consumer
T00227,2022-04-28,Walmart,Chicago,Electronics,Charger,188.41,6,983.5,0.13,348.61,Consumer
T00228,2022-10-29,Walmart,Los Angeles,Electronics,Charger,82.59,6,386.52,0.22,154.05,Consumer
T00229,2022-04-23,Walmart,New York,Beverages,Juice,22.05,7,134.28,0.13,42.59,Consumer
T00230,2022-01-04,Walmart,Houston,Beverages,Coffee,479.93,5,2303.66,0.04,639.8,Home Office
T00231,2022-02-06,Walmart,Houston,Beverages,Juice,376.04,7,2237.44,0.15,378.37,Consumer
T00232,2022-12-29,Walmart,Los Angeles,Groceries,Rice,396.77,3,1130.79,0.05,310.97,Consumer
T00233,2022-11-20,Walmart,Houston,Household,Cleaner,488.27,1,424.79,0.13,139.18,Consumer
T00234,2022-01-31,Walmart,New York,Electronics,Keyboard,309.57,9,2618.96,0.06,863.51,Corporate
T00235,2022-04-28,Walmart,Los Angeles,Beverages,Coffee,100.81,2,159.28,0.21,43.71,Consumer
T00236,2022-02-04,Walmart,Los Angeles,Clothing,Jeans,116.23,3,306.85,0.12,101.73,Consumer
T00237,2022-01-17,Walmart,Phoenix,Electronics,Headphones,309.0,2,457.32,0.26,139.44,Corporate
T00238,2022-06-19,Walmart,New York,Beverages,Soda,169.42,8,1328.25,0.02,389.49,Corporate
T00239,2022-02-06,Walmart,New York,Groceries,Bread,183.06,6,867.7,0.21,293.51,Consumer
T00240,2022-09-21,Walmart,Phoenix,Groceries,Rice,27.96,6,157.69,0.06,44.47,Consumer
T00241,2022-05-02,Walmart,New York,Electronics,Keyboard,127.63,8,908.73,0.11,294.35,Home Office
T00242,2022-05-23,Walmart,Chicago,Groceries,Beans,385.69,3,1041.36,0.1,223.56,Home Office
T00243,2022-12-09,Walmart,Houston,Clothing,Shoes,303.15,4,970.08,0.2,337.09,Consumer
T00244,2022-09-06,Walmart,Los Angeles,Groceries,Milk,315.52,10,3028.99,0.04,767.42,Consumer
T00245,2022-04-20,Walmart,Houston,Electronics,Headphones,39.29,9,286.42,0.19,92.98,Consumer
T00246,2022-10-04,Walmart,Phoenix,Clothing,Jeans,23.82,4,82.89,0.13,18.41,Corporate
T00247,2022-03-09,Walmart,Houston,Household,Cleaner,315.67,2,460.88,0.27,176.55,Home Office
T00248,2022-10-20,Walmart,New York,Clothing,T-Shirt,85.13,5,336.26,0.21,123.67,Home Office
T00249,2022-10-23,Walmart,Phoenix,Groceries,Milk,370.88,7,2206.74,0.15,588.94,Consumer
T00250,2022-08-31,Walmart,Phoenix,Beverages,Coffee,375.86,7,2183.75,0.17,660.45,Corporate
T00251,2022-05-05,Walmart,Phoenix,Beverages,Soda,3.79,10,35.25,0.07,7.96,Corporate
T00252,2022-08-31,Walmart,New York,Clothing,Shoes,130.9,4,476.48,0.09,158.61,Consumer
T00253,2022-07-28,Walmart,Chicago,Beverages,Water,267.72,5,1325.21,0.01,481.01,Consumer
T00254,2022-04-08,Walmart,New York,Household,Detergent,321.92,4,901.38,0.3,313.23,Consumer
T00255,2022-02-18,Walmart,Phoenix,Household,Trash Bags,486.16,6,2858.62,0.02,639.29,Corporate
T00256,2022-02-19,Walmart,New York,Beverages,Coffee,449.37,5,2022.16,0.1,779.92,Corporate
T00257,2022-12-04,Walmart,Phoenix,Beverages,Juice,90.01,1,75.61,0.16,11.74,Consumer
